date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:31:08	283/283	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2008%20Mar%202025%2020:31:07%20GMT	http://wordpress.blahlab.com/robots.txt		(from )
17:31:08	17169/17169	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Mar%202025%2020:31:07%20GMT	http://wordpress.blahlab.com/plexar/	D:/_WORKS/2024/RRCHAGAS/rrchagas-2024/sitetime/teste/wordpress.blahlab.com/plexar/index.html	(from )
17:31:09	29295/29295	---M-Z	200	added ('OK')	text/css	etag:%22726f-5871dc47ed100-gzip%22	http://wordpress.blahlab.com/plexar/wp-includes/css/dist/block-library/style.min.css?ver=5.2.4	D:/_WORKS/2024/RRCHAGAS/rrchagas-2024/sitetime/teste/wordpress.blahlab.com/plexar/wp-includes/css/dist/block-library/style.min4d2c.css	(from http://wordpress.blahlab.com/plexar/)
17:31:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Mar%202025%2020:31:08%20GMT	http://s.w.org/	D:/_WORKS/2024/RRCHAGAS/rrchagas-2024/sitetime/teste/s.w.org/index.html	(from http://wordpress.blahlab.com/plexar/)
17:31:09	1621/1621	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2008%20Mar%202025%2020:31:08%20GMT	http://fonts.googleapis.com/	D:/_WORKS/2024/RRCHAGAS/rrchagas-2024/sitetime/teste/fonts.googleapis.com/index.html	(from http://wordpress.blahlab.com/plexar/)
17:31:09	235190/235190	---M-Z	200	added ('OK')	text/css	etag:%22396b6-605201b4716c0-gzip%22	http://wordpress.blahlab.com/plexar/wp-content/themes/plexar-by-honryou/assets/css/bulma.css?ver=1.0	D:/_WORKS/2024/RRCHAGAS/rrchagas-2024/sitetime/teste/wordpress.blahlab.com/plexar/wp-content/themes/plexar-by-honryou/assets/css/bulma5152.css	(from http://wordpress.blahlab.com/plexar/)
17:31:10	70136/70136	---M-Z	200	added ('OK')	text/css	etag:%22111f8-6051fd355bb00-gzip%22	http://wordpress.blahlab.com/plexar/wp-content/themes/plexar-by-honryou/assets/css/font-awesome.css?ver=1.0	D:/_WORKS/2024/RRCHAGAS/rrchagas-2024/sitetime/teste/wordpress.blahlab.com/plexar/wp-content/themes/plexar-by-honryou/assets/css/font-awesome5152.css	(from http://wordpress.blahlab.com/plexar/)
17:31:10	52833/52833	---M-Z	200	added ('OK')	application/rss+xml	etag:%220cd9fc24c22327a40853f1fc9915fc3a-gzip%22	http://wordpress.blahlab.com/plexar/feed/	D:/_WORKS/2024/RRCHAGAS/rrchagas-2024/sitetime/teste/wordpress.blahlab.com/plexar/feed/index.html	(from http://wordpress.blahlab.com/plexar/)
17:31:10	2902/2902	---M-Z	200	added ('OK')	application/rss+xml	etag:%2216a19c3c1ccdac77e0ee4610f2b278d0-gzip%22	http://wordpress.blahlab.com/plexar/comments/feed/	D:/_WORKS/2024/RRCHAGAS/rrchagas-2024/sitetime/teste/wordpress.blahlab.com/plexar/comments/feed/index.html	(from http://wordpress.blahlab.com/plexar/)
17:31:11	8980/8980	---M-Z	200	added ('OK')	text/css	etag:%222314-5ff0040cfdb00-gzip%22	http://wordpress.blahlab.com/plexar/wp-content/themes/plexar-by-honryou/assets/css/linea-arrows-styles.css?ver=1.0	D:/_WORKS/2024/RRCHAGAS/rrchagas-2024/sitetime/teste/wordpress.blahlab.com/plexar/wp-content/themes/plexar-by-honryou/assets/css/linea-arrows-styles5152.css	(from http://wordpress.blahlab.com/plexar/)
17:31:11	22348/22348	---M-Z	200	added ('OK')	text/css	etag:%22574c-5905a231b4780-gzip%22	http://wordpress.blahlab.com/plexar/wp-content/themes/plexar-by-honryou/assets/css/swiper.css?ver=1.0	D:/_WORKS/2024/RRCHAGAS/rrchagas-2024/sitetime/teste/wordpress.blahlab.com/plexar/wp-content/themes/plexar-by-honryou/assets/css/swiper5152.css	(from http://wordpress.blahlab.com/plexar/)
17:31:11	42553/42553	---M-Z	200	added ('OK')	text/css	etag:%22a639-606f12e4dce80-gzip%22	http://wordpress.blahlab.com/plexar/wp-content/themes/plexar-by-honryou/assets/css/app.css?ver=1.0	D:/_WORKS/2024/RRCHAGAS/rrchagas-2024/sitetime/teste/wordpress.blahlab.com/plexar/wp-content/themes/plexar-by-honryou/assets/css/app5152.css	(from http://wordpress.blahlab.com/plexar/)
17:31:11	5968/5968	---M-Z	200	added ('OK')	text/css	etag:%221750-606f12e4dce80-gzip%22	http://wordpress.blahlab.com/plexar/wp-content/themes/plexar-by-honryou/assets/css/wp.css?ver=1.0	D:/_WORKS/2024/RRCHAGAS/rrchagas-2024/sitetime/teste/wordpress.blahlab.com/plexar/wp-content/themes/plexar-by-honryou/assets/css/wp5152.css	(from http://wordpress.blahlab.com/plexar/)
17:31:12	0/0	---M--	200	added ('OK')	text/css	etag:%220-5551af4ac5a80%22	http://wordpress.blahlab.com/plexar/wp-content/themes/plexar-by-honryou/assets/css/inline.css?ver=1.0	D:/_WORKS/2024/RRCHAGAS/rrchagas-2024/sitetime/teste/wordpress.blahlab.com/plexar/wp-content/themes/plexar-by-honryou/assets/css/inline5152.css	(from http://wordpress.blahlab.com/plexar/)
17:31:12	1130/1130	---MC-	200	added ('OK')	text/css	date:Sat,%2008%20Mar%202025%2020:31:11%20GMT	http://fonts.googleapis.com/css?family=Work+Sans%3A300%2C400%2C500%2C600%2C700&display=swap&subset=latin%2Clatin-ext&ver=1.0	D:/_WORKS/2024/RRCHAGAS/rrchagas-2024/sitetime/teste/fonts.googleapis.com/cssdc74.css	(from http://wordpress.blahlab.com/plexar/)
17:31:13	96873/96873	---M-Z	200	added ('OK')	application/javascript	etag:%2217a69-589186fe43340-gzip%22	http://wordpress.blahlab.com/plexar/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	D:/_WORKS/2024/RRCHAGAS/rrchagas-2024/sitetime/teste/wordpress.blahlab.com/plexar/wp-includes/js/jquery/jquery4a5f.js	(from http://wordpress.blahlab.com/plexar/)
17:31:13	10056/10056	---M-Z	200	added ('OK')	application/javascript	etag:%222748-5333ff613c400-gzip%22	http://wordpress.blahlab.com/plexar/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	D:/_WORKS/2024/RRCHAGAS/rrchagas-2024/sitetime/teste/wordpress.blahlab.com/plexar/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://wordpress.blahlab.com/plexar/)
17:31:13	876/876	---M-Z	200	added ('OK')	text/xml	date:Sat,%2008%20Mar%202025%2020:31:12%20GMT	http://wordpress.blahlab.com/plexar/xmlrpc.php?rsd	D:/_WORKS/2024/RRCHAGAS/rrchagas-2024/sitetime/teste/wordpress.blahlab.com/plexar/xmlrpc0db0.php	(from http://wordpress.blahlab.com/plexar/)
17:31:13	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-4ed4785da9bc0-gzip%22	http://wordpress.blahlab.com/plexar/wp-includes/wlwmanifest.xml	D:/_WORKS/2024/RRCHAGAS/rrchagas-2024/sitetime/teste/wordpress.blahlab.com/plexar/wp-includes/wlwmanifest.xml	(from http://wordpress.blahlab.com/plexar/)
17:31:14	2219/2219	---M--	200	added ('OK')	application/json	date:Sat,%2008%20Mar%202025%2020:31:13%20GMT	http://wordpress.blahlab.com/plexar/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwordpress.blahlab.com%2Fplexar%2F	D:/_WORKS/2024/RRCHAGAS/rrchagas-2024/sitetime/teste/wordpress.blahlab.com/plexar/wp-json/oembed/1.0/embed8e1c.json	(from http://wordpress.blahlab.com/plexar/)
17:31:14	1/1	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2008%20Mar%202025%2020:31:13%20GMT	http://wordpress.blahlab.com/plexar/wp-admin/admin-ajax.php	D:/_WORKS/2024/RRCHAGAS/rrchagas-2024/sitetime/teste/wordpress.blahlab.com/plexar/wp-admin/admin-ajax.php	(from http://wordpress.blahlab.com/plexar/)
17:31:14	367/367	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Mar%202025%2020:31:14%20GMT	http://wordpress.blahlab.com/plexar/wp-content/themes/plexar-by-honryou	D:/_WORKS/2024/RRCHAGAS/rrchagas-2024/sitetime/teste/wordpress.blahlab.com/plexar/wp-content/themes/plexar-by-honryou	(from http://wordpress.blahlab.com/plexar/)
17:31:15	0/0	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2008%20Mar%202025%2020:31:14%20GMT	http://wordpress.blahlab.com/plexar/wp-content/themes/plexar-by-honryou/	D:/_WORKS/2024/RRCHAGAS/rrchagas-2024/sitetime/teste/wordpress.blahlab.com/plexar/wp-content/themes/plexar-by-honryou/index.html	(from http://wordpress.blahlab.com/plexar/)
